REF,GSM988950,GSM988951,GSM988953,GSM988956,GSM988959,GSM988961,GSM988963,GSM988966,GSM988969,GSM988970,GSM988972,GSM988975,GSM988979,GSM988980,GSM988982,GSM988983,GSM988984,GSM988986,GSM988988,GSM988990,GSM988994,GSM988995,GSM989000,GSM989001,GSM989005,GSM989006,GSM989007,GSM989008,GSM989009,GSM989010,GSM989011
ATF4,-0.31299964728966573,-0.23522242712014704,0.7633771948100688,0.6424444110954352,0.3941429761653624,0.6754184052392447,2.0503821440018775,0.5982297747616174,-0.22498293342768533,1.16594365274511,2.380540798124584,0.26225116881975846,2.0532036397916453,0.5843480575225963,-0.1446086827754911,0.47253170218486445,-0.5215026896641239,0.4142218955304947,0.7507235209066496,-1.1085643046791174,0.183717773289446,-0.5023852040436964,-0.004406664293014895,0.06959566643054382,-1.0212532126109566,-0.09343342834923363,-0.16515355200552598,0.13680098503877344,-0.8001240873262588,-1.3087730176605368,-0.4183100801747194
ATF6B,0.8137916605406539,-0.04899378358871195,0.8538924583915388,0.8374561834286194,0.09017972456826079,-0.025802902141975725,0.0004953693568605644,0.14863814018700827,0.4901975642287386,0.571644067088568,-0.07910899082444581,0.3739791301220844,-0.48678384451765455,-0.3953053425921703,0.1902979059767808,-0.4032853478869018,-0.7617627615785694,0.9918801309485435,-1.5307312762798881,-0.1180808611045231,-0.5033686685351246,-0.5783299780574878,-0.22774912175066744,-0.6416140321805949,-0.6899401633478977,-0.4713579027941952,0.39735322071832757,0.15889214367193052,-0.8902959556382682,-0.07954932619888866,0.904977952228802
AXIN1,-1.0733323213447201,-0.3385546615921641,-0.22804168282634263,-0.17977896499443652,0.06799135813090831,0.43649967974026144,-0.0667745200349919,-0.38455367842964583,-0.9682459773448755,-0.7498106594025121,0.11764659781649985,-0.79808277899364,-0.6991142507038094,0.061160980056692946,-0.696683441021291,-0.49298219619135625,-0.1033526708502563,2.106955278033773,0.015382904560909707,-0.3149571557945707,-0.6999399374612215,-0.43793413774472856,0.5411497517839857,0.1638019568113536,2.9774092701839106,-0.3326699185260698,3.167375757921866,-0.05301034453512707,0.17832646167791516,0.8500870105549161,-0.4414431169121323
AXIN2,-1.1173524508138286,-0.42576297558716675,-0.8479455529895501,0.013017422006272955,-0.19503309487289847,-0.6537853483377023,0.7270637692752039,0.0659338228457241,2.537481707842595,-0.554225084156124,-0.486337732922122,0.38897331607007646,-1.1041257291653566,-1.6889054865609587,0.09360698370548427,-1.4574771416253076,-0.6351492156841642,-1.3689345988952635,-0.6683476421550173,1.0612072018607022,-1.3271291953167532,-0.7815763969879539,1.5554690319955569,-0.35747330352748846,0.8673354033513332,-0.10531377640441122,-0.2310704768978582,-0.07570259807781331,1.4076517769168606,-0.11895197443336675,-0.7677311312263035
BAD,0.04281615884424496,0.5355485816197586,-0.7949470254716344,1.0159316755662198,-0.8831730814039939,-0.048461741790177607,0.3418031137509611,1.3280991501518948,-0.34889807262032513,-0.1675116230017945,1.2025231207711706,-0.9547588483221742,1.4371642442916606,1.0826654648109184,-1.5409047201679276,0.2907421248121094,-0.05837837993281457,-0.012476200339258722,1.0555932219358095,0.2882175461145041,2.3801120710409958,1.020167729031128,0.37560223730468195,0.17917053889433912,0.23417738313270364,-0.2688072547401989,-0.15749518382064068,1.4922382685171165,1.4921565543982012,-0.48365773542875984,0.8166294861208919
BCL2,0.5354790532882855,-0.7259218417628077,-0.019932655803704846,-0.5074335237010981,-0.0098125734157829,0.18585300490853676,-0.2237324652622064,-0.43344263677085665,-0.21877203642224996,1.164906513408815,0.10119884539701751,-0.13659997777962657,-0.1199606259206221,-0.07316806246443319,-0.1390662082912168,-0.03382014064296261,0.0491635090077435,0.10124456579351102,-0.24279876606013095,-0.028494635163444554,0.2226059329912482,0.3257612511065376,-0.11724634381250146,0.2462748337999175,-0.16588000702509537,0.9742914987734741,-0.19387143819779618,-0.8409106878775379,1.3345404474426812,0.20566618362538072,-0.6854521893427131
BCL2L1,0.3110173502047143,-0.5340527760985933,-0.4328266731322234,0.13341002003625085,-0.20703689489003485,-0.24795718384672105,-0.09463165228869248,-0.047862458668092425,-0.61303859353063,-0.37120546976743224,-0.3495427378862442,-0.25399633222126905,-0.5569573665671654,-0.6009236873671979,-0.3548784355221749,-0.28723609938106753,-0.6043217088571209,0.1422986027255157,-0.3476943659954715,0.39931816242557333,-0.3413864221609705,-0.18490624298438688,-0.33482472165250504,-0.14243441351993497,-0.24158008639800646,-0.16527590931586794,0.15732919470450532,-0.3826303224837356,0.0012894034988877034,-0.36654659060380657,0.047224747436572005
BCL2L11,0.3157370795288209,0.41256644458061864,-0.7951390697866674,-0.4145339978812001,-0.3411211599408016,0.5240665835137887,-0.3487084935182896,-0.3164224198870048,0.04461268021091185,-0.8185824725450737,-0.5673115911522875,-0.08703683003254328,-0.7368588557313162,0.10740514161639772,-0.4339155149577419,-0.06734345181674581,-0.28522099472341444,0.6858545301789845,0.1436176075849001,0.3792599052897784,0.1302414675609646,-0.19353500716603292,-0.5656124734981599,0.5431209916981143,1.2631562655120931,-0.41051743180082345,1.1608369927434006,0.2125338509235648,-0.29983726469254945,-0.2801267434889802,-0.34108612593887006
BRCA1,-0.03677366865116703,0.6457327885505496,-0.43916726737173917,1.467362474146742,-2.629729778924809,-0.22018473077857106,0.16757185194734583,1.5055221712256317,-0.7438451618622209,-0.5532467234557721,0.2707893071708757,-1.0321404009760404,0.003763651115406046,-0.42702891166897516,-0.4871704692011132,1.1793704255138209,0.6284122064471098,0.20084113428695938,0.7496889493949153,0.27479859751620755,1.3029568852909958,0.21619978767319759,0.14743501201739187,1.1736834016447966,0.7917542427382003,-1.614569498313155,-0.8437413782615399,-0.3937130128752772,0.9237623136515918,-1.5484351570202373,0.27662774275100366
BTRC,-0.42917144713203836,-0.13509558360681723,-0.16131762411154482,-0.2736103126692033,1.17834952033809,1.9288749054584555,0.254070186090033,-0.7102873658003874,0.3904249331620382,-0.24649671683918184,1.2668715349502992,0.196551286340458,-0.9737765454412675,-0.17836846655294986,-0.0304352266645157,0.29126647825163215,-0.12322206656065905,0.9309238945913954,-0.3828496223435718,-0.04452764611855915,0.590163848577873,-0.2475430769000821,0.7349996902778889,-0.49451703424200927,1.203041446313771,-0.8436338450847441,1.5068173450190776,-0.490456101035034,0.4557494472090441,0.5523977426668422,-0.6160497340534052
CAB39,-1.3627478246314195,-0.5636719251530867,1.143395233215995,0.27251786425294794,1.4629359331114347,-1.4974559991624852,0.7903670742807407,-1.1699385478852802,1.2039352149460412,-0.016792647067703597,-0.3850443673502845,1.5464634831654673,-0.2862173755593562,-0.7145961579060605,0.8820911029795768,-0.8563477084748318,-0.4045377135633001,0.03622121037935544,-1.0200631403942335,-1.1967368945466548,-0.6941419704411069,0.19690747852629495,-1.0666690618757253,-0.7334275291867793,-1.740094019089324,0.7693365682741686,-1.2392285161324923,-1.100172348726861,-0.7042149757751387,0.9555386648416443,-0.48709371531656015
CAB39L,1.4332827882764194,1.341620477546614,-0.13661166034162286,-0.5524501689157543,-0.575156986795873,1.5503310883138148,0.06556249556176574,-0.26687700098852685,0.4668083831062412,-0.33492819557214726,1.462152263804944,-1.111072039688361,1.0448026706015385,1.0391111668086284,-0.7492986647533741,-1.1896929914906142,-0.44537940453459257,-0.2833515029993419,-0.03708348629806174,-0.5445023125959898,1.639822788036926,0.02739285881882758,0.8811893976834625,-1.3310222555246498,1.9404127715178288,-1.311505255313044,0.14948176999950089,-0.4659180089744689,0.5201264034369146,0.5115076362270617,-0.38042821811610306
CACNA1A,-0.05060064643926633,-0.37184765360340194,-0.2726738648012171,-0.8477636126504726,-0.8782630502916956,0.46884551100886646,-0.22288891839052818,-0.23731149353450337,-1.0103540730807063,0.3353749325814182,0.5126013704021841,0.44828959589940365,-0.37012088596943576,0.24433962855142702,-0.018778586634529644,0.6164132895924047,0.36230736114248013,0.8480744196414924,0.2628892909208981,-0.05811257706903971,-0.48944673032889874,-0.44439673337942004,0.7452157519535619,0.6695251094787289,1.4830815926679226,1.802796471058376,2.1899830568990812,-0.28509951528866306,0.27719213779055296,-0.6782087193320514,-0.4151680237362446
CACNA1B,1.0930427948372232,-0.5179441585472827,0.1832338254793603,-0.4950105942034873,-0.40767922268965123,1.2672022386559965,-0.2599871440480714,0.28514420236815685,-0.7433396552984983,0.30793519670488106,0.46708884401204415,0.6458529508536168,-0.3847886221351156,-0.3388105304255095,-0.16359961662056124,1.0568411641110513,-0.2754926967296781,0.2400125454629747,0.06238103671610487,-0.9475901619722743,-0.26560603974265434,-0.6840463000632012,-0.10918336629949787,0.22513378031699216,0.914019332188566,0.6839009152837804,0.4205418438187289,-0.6580755793637524,0.2828993796621191,-0.46747821314717636,-0.21358633683961425
CACNA1C,-0.1774637202222931,-0.5542850355258084,0.013454977946881622,0.7322291218872103,0.12861748219402064,0.21968332060053053,-0.5085496989007933,-0.44894002636483477,-0.2362681763900438,-0.050495632904100085,-0.4738685011423043,-0.5248370047623366,-0.5457152771406787,0.12337355872248025,-0.27795298899207344,0.09072919522792872,-0.2222861901503487,-0.6600999460764395,-0.2371598821048182,-0.4401222758816135,-0.31577828555437015,-0.4019879545998104,2.01933077092909,-0.4095764761820676,-0.5559918401560386,-0.49450208998474393,-0.16592745785278795,-0.2519940991844691,-0.03586852601684634,-0.14008480967029702,0.11953610059063588
CACNA1E,-0.1740033244489981,-0.18376731117232945,-0.22252476295727125,-0.20299705424594483,-0.21217667983139255,-0.14447485333958626,-0.26054033607923444,-0.12745127617426466,-0.2471335610449369,-0.08687393742024298,-0.1736861594826935,-0.08917529974878316,-0.18883123486879488,-0.1714558545250995,-0.14465321275570214,-0.14558676581886976,-0.17437476015924294,-0.10035827389136248,-0.16637587824051517,-0.1603972398067443,-0.20641413161587163,-0.12086003415559732,-0.1402254059553658,-0.07603767631752592,-0.1538422725458614,-0.06854144256844984,-0.13529176212791796,-0.21746872115377272,-0.003979870535489721,-0.1726666456524888,-0.16130706295704045
CACNA1G,0.39165004497314954,0.3410901547635197,-0.8027552803182348,-1.3959278008140963,-1.5552906061576715,-0.29126424032737785,-0.6358578300282662,-0.41994530865521323,-1.1004221359549204,-0.5558124677023444,0.04339521900063058,0.1482636705065073,-1.0413854481608016,-0.2379241084845728,-0.02095798986245391,1.1399970525390029,0.0232830991038208,2.0440168792494204,0.03443590695394359,-0.9762078170970082,-0.6000514442187582,-0.41140364340303537,-0.4624512519147656,0.9034212164248684,3.3468888794846476,1.586428294949787,2.6469801411434375,0.482515066349133,0.04154424921371383,-0.276513930363632,-0.06264486933070149
CACYBP,0.06197614557453246,-0.23139386721020255,0.042441404419205506,0.04930015151553687,-0.9664855694368266,-0.8842171300364974,0.34404362634434515,0.17800040724576227,-0.045183213509985526,1.9410420710111231,-0.09536570528178584,0.45199251278769453,1.4520871103772954,0.04152762667963656,-0.08226623535688522,-0.569486270656965,0.0018981950865137528,-0.053353161690880266,-0.03779102814784882,0.0843676046575529,-0.8130781537205373,-0.15144826383591975,-0.5933935438347087,-0.9493607100893386,-0.920779786575754,1.0935280900461,-0.3321623290369423,-0.35043136522824236,-0.8686251150434514,-0.8835806320854234,-0.43871901575796046
CAMK2D,-1.4365529953819722,0.34088893253587466,1.9242925787254617,0.17957010463333448,0.07799683800983118,1.130467945401362,-0.2025421735108086,-0.04941725606796421,2.008592171960221,-0.9307024611689977,0.5260703453709245,1.5012537911098889,0.38719319006065644,-0.542679102065449,0.7977468786509824,0.04722143470880776,0.6141033000451938,0.06188193313134863,0.1629837805321626,-0.6659580742085575,0.07162801095531879,-0.4950179148670806,-0.25760970368821096,-0.6623721239512194,-0.2945183499912667,-0.98591902709595,0.7101498216171155,-0.1603191253562283,-1.4151539668925992,-0.9320264823905279,-0.08669140627558562
CAMK2G,-0.746674314603035,-0.5990951536971008,0.4348216899474859,1.7373960882384538,-0.42114345779194035,0.7405482711724602,0.4588827486587553,0.08736130594212999,-0.7880973894674719,-0.9959967136336321,0.24010109740364877,-1.5554539334473096,-0.5066318461859342,0.7731735511617152,-1.5050336005879221,-0.1467163555410145,0.5730961001230119,0.35145983051225416,0.9504891164448201,0.39794457348629914,-0.1837897679368745,-0.19541762798101092,3.228154831150974,0.28460345422981287,-0.38955717744813256,-0.71981522835865,-0.576683132334354,0.11192820905742207,0.4661960824132345,-0.7347842613570753,0.40236427358555554
CAMKK2,-0.039494790876316334,-0.15938210119476734,-0.12020941390948052,0.42885477899782437,-1.0144548673201765,0.22299518315435587,-0.08604923058386316,0.9950096137283433,0.42615634625121107,-0.7229179254048174,0.476196994515017,-1.1964770822791113,-0.13996716495256717,-0.4162463417293108,-0.9644564380519866,0.4153615662086052,0.8594781379988756,0.08435074200302532,1.069690009569331,1.8628889781316171,1.3600964991801716,0.8205806803634371,0.7184044047883639,1.0267306113231205,0.9989904880526458,-1.3458163828670553,-0.43328927577714876,-0.21242493383954705,0.4327053026020528,-0.09044231330267767,-0.1311799891381772
CASP9,0.6639435675109525,0.021729381181372215,0.2659088870917617,0.06101837054318311,-0.9446865985146444,0.6117373697946794,0.9181034700840118,0.5479928601977655,1.0904644124845035,-1.724576382665732,0.7506196442659023,-1.0802398952025865,-0.9634416511732187,1.0293956582460497,-0.9999564300248653,0.07617963819547358,0.584678191150395,-0.07962141026841635,-0.18651766538649395,0.11273265690815493,0.34054039875308206,-0.8346701903067284,0.7675786879552846,0.13739182496463775,-0.24337893219340279,0.10287759628354193,0.26132248715208534,-0.2570853443527467,-0.3609112257152989,-0.6963112056746108,-0.3491767100140619
CCNA2,-0.9196048586434906,0.4018275996527865,-0.004101577875453626,0.30527119099462646,0.5588114893889465,0.0020205531985015308,5.1778723122875405,-0.36121608507232766,0.09432282793559099,-0.6261006817567998,0.8858250089221158,1.6501163587797052,2.6760925711038226,-0.9792130354995429,0.7385505154925011,2.1012572919077233,-0.6795408380305586,0.976520739038443,-1.3028410859714046,-0.5495425090035558,-0.9018553263125579,0.3032484638328574,-0.3209346864818771,-0.48325711452076375,-0.1199084587834269,0.9666041339519399,0.22872531427630868,0.616878484757267,-0.9631044060879229,0.41481068288494305,-0.3330508110026578
CCND1,-1.2342271201920765,-0.4025578179449296,0.23632912747450294,0.11215670699814557,-1.479926701106777,-1.18527776985009,-0.05923080546841794,1.8415139975999193,-0.15347754413677298,0.051995217338767996,-0.9765723346588207,0.7072527224194066,-0.8704799228717652,-0.9316777109581121,1.507670163185934,0.8273702024357036,-0.14545618747965713,-0.11209795248047982,0.5035030375306937,-0.09813520260665813,1.2446732637764881,1.4200827547369321,0.15212964272719343,0.2690829856398758,-0.9431171376489741,1.3884000690718006,-0.3803542771645072,1.4148733684930417,0.4781425207570514,-0.48785730720619985,1.2502363681297926
CCND2,0.5782185836976222,0.8741733965030317,0.3494862115405497,0.013275607150619428,-0.6453642260021432,-0.433537699450736,0.6332922193344558,0.6097436020910482,0.6696207410999611,0.4761916464973623,-0.26312426955225093,0.8677759936446265,1.4126365138759687,1.4169053664144393,-0.31925465809660225,0.49961623347734063,-0.2275630252961478,-0.1080324204803801,-0.1431842509739534,1.5351473087539194,0.13541826818973127,-0.36201915435000315,0.23301361139959578,-0.12053777399516113,-0.5685588722224697,0.8183337073799084,-0.2826426252469334,2.1145853120122315,1.4565292423002425,0.4620116810126616,-0.4108746913915466
CCND3,-0.3326633053234559,-0.46629742690239295,-0.5606330714325756,0.2633047625838762,0.08353385077936903,-1.0363148348738327,-0.24616160777026447,0.6371477980731405,-0.7954372786752086,-0.1112812506518516,-0.47295545125362465,0.1506009939846355,1.2326063875525095,-0.5372007528987248,0.26916342603070925,0.040922669653950305,-0.15748082577645678,0.44140767376274537,-0.4816285119892041,0.09378562556486654,-1.5675946176143505,0.1400584496397994,-1.0040814614139046,-0.0815046611801479,-0.8716054773193067,0.48409720658041117,0.11648703170750502,0.5269850846624755,0.06823959054089904,-1.2850302787766799,0.7327059513685144
CCNE1,1.1728840614305938,-0.7739788678464311,1.0725884936465508,0.19953939565822568,-0.46227843181686273,1.7744954250230713,1.409384242914076,1.8739014958460376,0.8489589761103101,1.0494302498921073,0.637044451651544,-0.7408917943698761,-1.4706250361881905,1.6515624066814532,-1.7811903351615541,0.7867860689498706,-0.1940204454588826,-0.22338080578917893,-0.7795907938961876,1.8484037198622525,0.970584582180241,-0.3795902263290141,-0.06390476873918283,-0.13449695709721132,-0.2020694915570139,-0.8678019687770707,-0.3384506264469446,-0.1271851097090547,-0.13498566186000305,-1.2109456594998158,-0.8490838315763567
CD19,0.11884167623788247,0.30610468783266176,-0.7983876025169991,-0.4288050861765287,0.45334959010764203,0.629986302884642,-0.748094663070076,-0.20653652209175308,-0.7923433703542273,-0.4657678410701875,-0.4758206176102636,-0.0756073582721938,-0.45010861353388676,-0.5806050355488453,-0.585594904527841,-0.07976740516929472,-0.5405201278781383,-0.5242896725821274,-0.19203806333062712,1.2774633615623197,0.05123155917424733,-0.354615706820053,0.07353384518122262,6.422540935795042,0.8909122413431839,-0.41376377019124705,-0.6379186639510326,-0.39068488634217025,0.5383905384829538,0.6457656173439241,0.8411144460126251
